Subject's age,Subject's gender,Subject's race,"Dispositions/Exclusions INTERNAL USE, NOT FOR ANALYSIS",Location of death (state),Cause of death,Date (Year),Age Range
30-40,Male,Race unspecified,Suicide,OH,Gunshot,2019,37
60-70,Male,African-American/Black,Pending investigation,MI,Gunshot,2019,65
60-70,Male,Race unspecified,Pending investigation,OH,Gunshot,2019,60
40-50,Male,Race unspecified,Suicide,VA,Gunshot,2019,43
Unknown,Female,Race unspecified,Pending investigation,CA,Gunshot,2019,0
Unknown,Male,Race unspecified,Suicide,CA,Gunshot,2019,0
40-50,Male,European-American/White,Pending investigation,AZ,Gunshot,2019,42
20-30,Male,Race unspecified,Pending investigation,AR,Drowned,2019,24
10-20,Female,European-American/White,Criminal,OK,Vehicle,2019,18
30-40,Male,Race unspecified,Pending investigation,NV,Gunshot,2019,37
30-40,Male,European-American/White,Pending investigation,OH,Tasered,2019,33
50-60,Male,Asian/Pacific Islander,Pending investigation,MN,Gunshot,2019,52
20-30,Male,European-American/White,Pending investigation,WI,Gunshot,2019,23
20-30,Male,Hispanic/Latino,Pending investigation,TX,Gunshot,2019,27
40-50,Male,Middle Eastern,Pending investigation,OH,Gunshot,2019,40
Unknown,Male,Race unspecified,Suicide,CO,Gunshot,2019,0
40-50,Male,European-American/White,Suicide,CO,Gunshot,2019,43
20-30,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,28
20-30,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,25
30-40,Male,Asian/Pacific Islander,Pending investigation,HI,Gunshot,2019,34
20-30,Male,Race unspecified,Pending investigation,WA,Vehicle,2019,29
30-40,Male,European-American/White,Justified by District Attorney,LA,Gunshot,2019,30
20-30,Male,Asian/Pacific Islander,Pending investigation,HI,Gunshot,2019,27
40-50,Male,European-American/White,Suicide,OH,Gunshot,2019,45
20-30,Male,European-American/White,Pending investigation,FL,Gunshot,2019,27
30-40,Male,European-American/White,Justified by District Attorney,NC,Gunshot,2019,31
60-70,Male,Race unspecified,Pending investigation,TX,Gunshot,2019,63
40-50,Male,European-American/White,Pending investigation,MT,Gunshot,2019,41
20-30,Male,African-American/Black,Pending investigation,VA,Vehicle,2019,29
70+,Male,European-American/White,Cleared,FL,Vehicle,2019,91
70+,Female,European-American/White,Cleared,FL,Vehicle,2019,83
20-30,Male,European-American/White,Suicide,LA,Gunshot,2019,22
20-30,Male,European-American/White,Pending investigation,OK,Gunshot,2019,29
20-30,Female,European-American/White,Criminal,CA,Vehicle,2019,28
60-70,Female,European-American/White,Criminal,CA,Stabbed,2019,62
20-30,Male,European-American/White,Pending investigation,CA,Gunshot,2019,29
20-30,Male,Race unspecified,Pending investigation,NY,Gunshot,2019,21
30-40,Male,European-American/White,Pending investigation,TN,Gunshot,2019,38
40-50,Male,Race unspecified,Pending investigation,CO,Gunshot,2019,47
30-40,Male,European-American/White,Pending investigation,FL,Gunshot,2019,38
20-30,Female,European-American/White,Pending investigation,AZ,Vehicle,2019,28
20-30,Male,African-American/Black,Pending investigation,NC,Gunshot,2019,28
20-30,Male,African-American/Black,Pending investigation,AZ,Gunshot,2019,25
40-50,Male,European-American/White,Suicide,MI,Gunshot,2019,40
40-50,Male,European-American/White,Pending investigation,IN,Gunshot,2019,44
60-70,Male,African-American/Black,Pending investigation,NC,Gunshot,2019,61
10-20,Female,African-American/Black,Criminal,OH,Vehicle,2019,13
50-60,Male,Race unspecified,Pending investigation,IN,Gunshot,2019,57
20-30,Male,European-American/White,Pending investigation,GA,Gunshot,2019,26
50-60,Male,European-American/White,Pending investigation,NY,Gunshot,2019,57
40-50,Male,European-American/White,Pending investigation,UT,Gunshot,2019,40
40-50,Male,Race unspecified,Pending investigation,MS,Gunshot,2019,46
30-40,Male,Race unspecified,Pending investigation,CA,Gunshot,2019,34
20-30,Male,African-American/Black,Pending investigation,PA,Gunshot,2019,24
20-30,Male,European-American/White,Justified by District Attorney,WI,Vehicle,2019,23
20-30,Male,European-American/White,Pending investigation,AR,Gunshot,2019,24
30-40,Male,Hispanic/Latino,Pending investigation,TX,Gunshot,2019,34
30-40,Male,Hispanic/Latino,Pending investigation,AZ,Gunshot,2019,38
20-30,Male,European-American/White,Pending investigation,KS,Vehicle,2019,24
50-60,Male,European-American/White,Pending investigation,MO,Gunshot,2019,56
60-70,Male,African-American/Black,Pending investigation,OK,Gunshot,2019,60
60-70,Male,Race unspecified,Pending investigation,FL,Gunshot,2019,65
20-30,Male,Hispanic/Latino,Suicide,FL,Gunshot,2019,20
Unknown,Male,Race unspecified,Suicide,KY,Gunshot,2019,0
30-40,Male,Race unspecified,Pending investigation,DC,Vehicle,2019,36
40-50,Male,African-American/Black,Pending investigation,IL,Vehicle,2019,40
20-30,Male,African-American/Black,Pending investigation,GA,Gunshot,2019,23
10-20,Female,African-American/Black,Pending investigation,NC,Vehicle,2019,16
50-60,Female,European-American/White,Justified by State Attorney,FL,Gunshot,2019,59
30-40,Male,African-American/Black,Pending investigation,TN,Gunshot,2019,35
30-40,Male,Hispanic/Latino,Pending investigation,FL,Gunshot,2019,35
40-50,Male,European-American/White,Pending investigation,VA,Gunshot,2019,43
Unknown,Male,Race unspecified,Pending investigation,MD,Gunshot,2019,0
40-50,Male,European-American/White,Pending investigation,UT,Gunshot,2019,42
10-20,Male,Race unspecified,Pending investigation,ME,Gunshot,2019,16
Unknown,Male,Race unspecified,Suicide,WI,Gunshot,2019,0
50-60,Male,European-American/White,Pending investigation,TX,Gunshot,2019,52
30-40,Male,Race unspecified,Pending investigation,OH,Gunshot,2019,31
30-40,Male,European-American/White,Pending investigation,TN,Gunshot,2019,31
30-40,Male,European-American/White,Pending investigation,CA,Gunshot,2019,34
20-30,Male,Race unspecified,Pending investigation,CA,Gunshot,2019,27
20-30,Male,European-American/White,Suicide,IN,Gunshot,2019,22
20-30,Male,European-American/White,Pending investigation,SD,Gunshot,2019,29
30-40,Male,European-American/White,Justified by outside agency,AK,Gunshot,2019,34
50-60,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2019,50
70+,Male,Race unspecified,Pending investigation,MS,Gunshot,2019,76
50-60,Female,European-American/White,Pending investigation,KS,Gunshot,2019,51
10-20,Male,African-American/Black,Pending investigation,TX,Gunshot,2019,18
60-70,Male,Race unspecified,Criminal,IN,Vehicle,2019,64
20-30,Male,European-American/White,Pending investigation,MO,Gunshot,2019,27
20-30,Male,African-American/Black,Pending investigation,WA,Gunshot,2019,23
Unknown,Male,Race unspecified,Pending investigation,AR,Gunshot,2019,0
30-40,Male,African-American/Black,Pending investigation,MO,Gunshot,2019,37
50-60,Male,African-American/Black,Pending investigation,NE,Gunshot,2019,57
50-60,Female,African-American/Black,Criminal,NE,Gunshot,2019,58
40-50,Male,African-American/Black,Suicide,GA,Gunshot,2019,46
50-60,Female,African-American/Black,Criminal,GA,Vehicle,2019,55
10-20,Male,African-American/Black,Criminal,VA,Vehicle,2019,17
20-30,Male,European-American/White,Pending investigation,AZ,Gunshot,2019,28
40-50,Male,Race unspecified,Ruled suicide,MS,Gunshot,2019,47
40-50,Male,Race unspecified,Justified by Prosecutor's Office,WV,Gunshot,2019,49
20-30,Male,Hispanic/Latino,Pending investigation,CO,Gunshot,2020,20
20-30,Male,Race unspecified,Pending investigation,OR,Gunshot,2020,29
20-30,Male,European-American/White,Pending investigation,CA,Gunshot,2020,25
20-30,Male,European-American/White,Suicide,VT,Vehicle,2020,23
30-40,Male,European-American/White,Pending investigation,MD,Drowned,2020,36
50-60,Male,European-American/White,Criminal,IL,Vehicle,2020,56
30-40,Male,African-American/Black,Criminal,NY,Gunshot,2020,37
20-30,Male,Race unspecified,Pending investigation,VA,Gunshot,2020,24
60-70,Male,Race unspecified,Pending investigation,OR,Gunshot,2020,69
20-30,Male,European-American/White,Pending investigation,MO,Gunshot,2020,28
50-60,Male,European-American/White,Pending investigation,CA,Vehicle,2020,59
20-30,Male,African-American/Black,Pending investigation,NV,Gunshot,2020,26
20-30,Male,European-American/White,Pending investigation,AR,Vehicle,2020,24
40-50,Male,European-American/White,Pending investigation,CA,Gunshot,2020,41
30-40,Male,Hispanic/Latino,Pending investigation,IL,Gunshot,2020,30
20-30,Male,European-American/White,Pending investigation,MO,Vehicle,2020,25
30-40,Male,Hispanic/Latino,Pending investigation,CT,Gunshot,2020,30
50-60,Male,European-American/White,Pending investigation,MO,Vehicle,2020,50
50-60,Male,Race unspecified,Pending investigation,OK,Vehicle,2020,59
20-30,Female,Hispanic/Latino,Pending investigation,FL,Vehicle,2020,28
20-30,Male,European-American/White,Pending investigation,TX,Fell from a height,2020,27
30-40,Male,Hispanic/Latino,Pending investigation,TX,Fell from a height,2020,34
20-30,Male,African-American/Black,Pending investigation,IL,Gunshot,2020,25
50-60,Female,African-American/Black,Pending investigation,NY,Tasered,2020,53
30-40,Male,Hispanic/Latino,Pending investigation,TX,Gunshot,2020,30
50-60,Male,European-American/White,Pending investigation,AL,Gunshot,2020,57
50-60,Male,European-American/White,Pending investigation,OK,Gunshot,2020,50
10-20,Male,African-American/Black,Pending investigation,FL,Gunshot,2020,17
40-50,Male,European-American/White,Pending investigation,IL,Vehicle,2020,47
10-20,Male,African-American/Black,Justified by District Attorney,NV,Gunshot,2020,18
20-30,Male,African-American/Black,Pending investigation,DE,Gunshot,2020,27
10-20,Male,African-American/Black,Pending investigation,LA,Vehicle,2020,18
30-40,Male,Asian/Pacific Islander,Pending investigation,HI,Gunshot,2020,33
40-50,Male,European-American/White,Suicide,NC,Gunshot,2020,41
20-30,Male,Hispanic/Latino,Pending investigation,NM,Gunshot,2020,28
70+,Male,Race unspecified,Suicide,WY,Gunshot,2020,76
20-30,Male,Race unspecified,Justified by District Attorney,CO,Gunshot,2020,23
20-30,Male,Hispanic/Latino,Pending investigation,AZ,Gunshot,2020,28
10-20,Female,African-American/Black,Criminal,FL,Vehicle,2020,15
50-60,Male,European-American/White,Pending investigation,AK,Gunshot,2020,59
20-30,Male,European-American/White,Pending investigation,NC,Gunshot,2020,21
50-60,Male,European-American/White,Suicide,GA,Gunshot,2020,54
30-40,Male,European-American/White,Pending investigation,MO,Gunshot,2020,34
20-30,Male,Race unspecified,Pending investigation,CA,Gunshot,2020,27
50-60,Male,Race unspecified,Pending investigation,TX,Gunshot,2020,51
40-50,Female,European-American/White,Criminal,OH,Vehicle,2020,44
30-40,Male,European-American/White,Suicide,KY,Gunshot,2020,33
30-40,Male,African-American/Black,Pending investigation,NY,Gunshot,2020,37
40-50,Male,Race unspecified,Pending investigation,OH,Gunshot,2020,41
30-40,Male,European-American/White,Unknown,AL,Gunshot,2020,34
10-20,Male,African-American/Black,Criminal,IN,Vehicle,2020,18
10-20,Female,European-American/White,Criminal,IN,Vehicle,2020,19
40-50,Male,African-American/Black,Pending investigation,PA,Gunshot,2020,42
20-30,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2020,24
30-40,Male,European-American/White,Pending investigation,ND,Gunshot,2020,30
40-50,Female,European-American/White,Pending investigation,MS,Vehicle,2020,40
20-30,Male,Asian/Pacific Islander,Justified by County Prosecutor,WA,Gunshot,2020,25
40-50,Male,African-American/Black,Suicide,AL,Gunshot,2020,46
70+,Male,Race unspecified,Suicide,PA,Gunshot,2020,78
30-40,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2020,31
10-20,Male,Race unspecified,Pending investigation,GA,Vehicle,2020,19
40-50,Female,European-American/White,Pending investigation,GA,Vehicle,2020,40
30-40,Male,European-American/White,Pending investigation,GA,Vehicle,2020,32
40-50,Male,European-American/White,Pending investigation,GA,Vehicle,2020,43
20-30,Male,European-American/White,Pending investigation,TX,Vehicle,2020,27
30-40,Male,European-American/White,Pending investigation,TX,Vehicle,2020,39
50-60,Male,European-American/White,Pending investigation,CO,Gunshot,2020,52
40-50,Male,European-American/White,Pending investigation,CO,Gunshot,2020,43
40-50,Male,African-American/Black,Pending investigation,FL,Gunshot,2020,49
40-50,Male,African-American/Black,Pending investigation,GA,Gunshot,2020,47
30-40,Female,European-American/White,Criminal,AL,Vehicle,2020,34
10-20,Male,African-American/Black,Pending investigation,AL,Vehicle,2020,18
30-40,Male,Race unspecified,Pending investigation,CO,Vehicle,2020,33
40-50,Male,Race unspecified,Pending investigation,MO,Gunshot,2020,47
20-30,Male,Hispanic/Latino,Criminal,NY,Vehicle,2020,27
20-30,Male,African-American/Black,Pending investigation,IN,Gunshot,2020,29
40-50,Male,European-American/White,Pending investigation,TX,Gunshot,2020,45
20-30,Male,African-American/Black,Pending investigation,NY,Vehicle,2020,22
60-70,Male,European-American/White,Pending investigation,IA,Burned/Smoke inhalation,2020,62
10-20,Male,European-American/White,Pending investigation,CA,Vehicle,2020,19
40-50,Male,European-American/White,Pending investigation,CA,Vehicle,2020,42
50-60,Male,European-American/White,Justified by State Attorney,FL,Gunshot,2020,51
Unknown,Male,Race unspecified,Suicide,IL,Gunshot,2020,0
30-40,Male,Hispanic/Latino,Ruled suicide,TX,Gunshot,2020,32
30-40,Male,European-American/White,Pending investigation,FL,Gunshot,2020,31
40-50,Male,Race unspecified,Pending investigation,SC,Vehicle,2020,48
10-20,Male,African-American/Black,Pending investigation,CT,Gunshot,2020,19
40-50,Male,African-American/Black,Pending investigation,GA,Gunshot,2020,47
50-60,Male,African-American/Black,Pending investigation,FL,Gunshot,2020,55
30-40,Male,European-American/White,Pending investigation,MT,Gunshot,2020,35
10-20,Male,Hispanic/Latino,Suicide,NM,Gunshot,2020,19
30-40,Male,European-American/White,Pending investigation,WI,Gunshot,2020,35
60-70,Male,European-American/White,Pending investigation,NV,Gunshot,2020,66
50-60,Male,Race unspecified,Pending investigation,TN,Gunshot,2020,54
30-40,Male,Race unspecified,Pending investigation,FL,Vehicle,2020,39
30-40,Male,European-American/White,Pending investigation,CA,Drowned,2020,38
10-20,Male,Hispanic/Latino,Pending investigation,TX,Vehicle,2020,17
10-20,Male,European-American/White,Pending investigation,TX,Vehicle,2020,17
60-70,Male,European-American/White,Suicide,LA,Gunshot,2020,64
50-60,Male,European-American/White,Pending investigation,NC,Gunshot,2020,50
10-20,Male,African-American/Black,Pending investigation,GA,Gunshot,2020,19
20-30,Male,Hispanic/Latino,Pending investigation,AZ,Vehicle,2020,21
60-70,Male,European-American/White,Pending investigation,FL,Vehicle,2020,69
20-30,Male,African-American/Black,Pending investigation,GA,Vehicle,2020,25
Unknown,Male,African-American/Black,Pending investigation,GA,Vehicle,2020,0
0-10,Male,European-American/White,Criminal/Off-duty,NY,Other,2020,8
40-50,Male,African-American/Black,Criminal,MI,Vehicle,2020,40
60-70,Male,European-American/White,Pending investigation,HI,Burned/Smoke inhalation,2020,69
40-50,Male,African-American/Black,/Off-duty,VA,Gunshot,2020,42
40-50,Male,European-American/White,Pending investigation,FL,Gunshot,2020,43
10-20,Male,European-American/White,Pending investigation,LA,Tasered,2020,16
30-40,Male,European-American/White,Suicide,CA,Gunshot,2020,34
30-40,Male,European-American/White,Suicide,NJ,Gunshot,2020,39
30-40,Male,European-American/White,Criminal,IL,Vehicle,2020,33
50-60,Male,European-American/White,Pending investigation,CA,Vehicle,2020,58
40-50,Male,European-American/White,Justified by outside agency,AZ,Gunshot,2020,41
50-60,Male,European-American/White,Justified by State's Attorney,CT,Gunshot,2020,57
40-50,Male,Race unspecified,Suicide,PA,Gunshot,2020,47
30-40,Male,European-American/White,Pending investigation,IN,Gunshot,2020,39
50-60,Female,Native American/Alaskan,Criminal,CA,Vehicle,2020,58
30-40,Male,Hispanic/Latino,Pending investigation,CA,Gunshot,2020,31
30-40,Male,Hispanic/Latino,Pending investigation,VA,Other,2020,38
20-30,Male,European-American/White,Pending investigation,AR,Gunshot,2020,24
40-50,Male,African-American/Black,Criminal,TX,Vehicle,2020,40
30-40,Male,European-American/White,Justified by District Attorney,WI,Gunshot,2020,32
20-30,Male,African-American/Black,Pending investigation,FL,Gunshot,2020,20
20-30,Male,European-American/White,Pending investigation,CA,Vehicle,2020,27
60-70,Male,Asian/Pacific Islander,Pending investigation,WA,Gunshot,2020,60
20-30,Male,African-American/Black,Pending investigation,TX,Gunshot,2020,23
30-40,Male,African-American/Black,Pending investigation,MD,Tasered,2020,30
20-30,Male,African-American/Black,Pending investigation,FL,Vehicle,2020,28
30-40,Male,African-American/Black,Pending investigation,FL,Vehicle,2020,33
60-70,Female,African-American/Black,Criminal,AL,Vehicle,2020,66
30-40,Male,Hispanic/Latino,Pending investigation,AZ,Gunshot,2020,37
30-40,Male,European-American/White,Pending investigation,OK,Gunshot,2020,35
40-50,Male,European-American/White,Pending investigation,CO,Gunshot,2020,40
20-30,Male,European-American/White,Pending investigation,AK,Gunshot,2020,26
30-40,Male,African-American/Black,Pending investigation,NJ,Gunshot,2020,32
30-40,Male,African-American/Black,Pending investigation,GA,Gunshot,2020,32
